0.201,1.017
0.34,1.022
0.464,1.029
0.588,1.038
0.711,1.048
0.928,1.065
1.082,1.086
1.299,1.11
1.485,1.129
1.67,1.151
1.825,1.17
2.01,1.194
2.134,1.216
2.289,1.24
2.443,1.261
2.629,1.278
2.691,1.3
2.845,1.321
3,1.343
3.124,1.364
3.278,1.386
3.433,1.412
3.557,1.434
3.711,1.458
3.835,1.487
4.021,1.518
4.144,1.535
4.237,1.547
4.361,1.566
4.5,1.59
