0.201,0.029
0.402,0.052
0.557,0.082
0.68,0.099
0.835,0.14
0.99,0.175
1.113,0.204
1.237,0.233
1.392,0.274
1.515,0.314
1.639,0.361
1.732,0.396
1.918,0.437
2.041,0.489
2.196,0.541
2.351,0.594
2.505,0.64
2.629,0.699
2.784,0.745
2.938,0.809
3.062,0.856
3.216,0.914
3.371,0.966
3.557,1.042
3.68,1.095
3.804,1.147
3.959,1.211
4.175,1.287
4.299,1.333
4.361,1.38
4.577,1.473
4.809,1.566

