0.012,0.714
0.023,0.684
0.043,0.658
0.08,0.635
0.123,0.622
0.176,0.609
0.216,0.599
0.266,0.589
0.312,0.579
0.352,0.569
0.399,0.559
0.449,0.549
0.488,0.543
0.528,0.533
0.568,0.523
0.611,0.513
0.641,0.51
0.678,0.5
0.704,0.49
0.734,0.484
0.771,0.474
0.807,0.461
0.847,0.447
0.887,0.434
0.92,0.418
0.95,0.401
0.98,0.378
0.998,0.339
